2016-11-13 10:09:08,017 [Worker-20] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-13 12:01:23,966 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet/2.10.4/jersey-container-servlet-2.10.4.pom
2016-11-13 12:01:24,010 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet/2.10.4/jersey-container-servlet-2.10.4.pom
2016-11-13 12:01:24,038 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/project/2.10.4/project-2.10.4.pom
2016-11-13 12:01:24,071 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/project/2.10.4/project-2.10.4.pom
2016-11-13 12:01:24,098 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/project/2.10.4/project-2.10.4.pom
2016-11-13 12:01:24,182 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/project/2.10.4/project-2.10.4.pom
2016-11-13 12:01:24,219 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-bom/2.3.0-b10/hk2-bom-2.3.0-b10.pom
2016-11-13 12:01:24,268 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-bom/2.3.0-b10/hk2-bom-2.3.0-b10.pom
2016-11-13 12:01:24,305 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet-core/2.10.4/jersey-container-servlet-core-2.10.4.pom
2016-11-13 12:01:24,337 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet-core/2.10.4/jersey-container-servlet-core-2.10.4.pom
2016-11-13 12:01:24,367 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/external/javax.inject/2.3.0-b10/javax.inject-2.3.0-b10.pom
2016-11-13 12:01:24,402 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/external/javax.inject/2.3.0-b10/javax.inject-2.3.0-b10.pom
2016-11-13 12:01:24,434 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/external/2.3.0-b10/external-2.3.0-b10.pom
2016-11-13 12:01:24,472 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/external/2.3.0-b10/external-2.3.0-b10.pom
2016-11-13 12:01:24,507 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-parent/2.3.0-b10/hk2-parent-2.3.0-b10.pom
2016-11-13 12:01:24,548 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-parent/2.3.0-b10/hk2-parent-2.3.0-b10.pom
2016-11-13 12:01:24,588 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-server/2.10.4/jersey-server-2.10.4.pom
2016-11-13 12:01:24,626 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-server/2.10.4/jersey-server-2.10.4.pom
2016-11-13 12:01:24,666 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-common/2.10.4/jersey-common-2.10.4.pom
2016-11-13 12:01:24,698 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-common/2.10.4/jersey-common-2.10.4.pom
2016-11-13 12:01:24,737 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.10.4/jersey-guava-2.10.4.pom
2016-11-13 12:01:24,769 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.10.4/jersey-guava-2.10.4.pom
2016-11-13 12:01:24,802 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/bundles/repackaged/project/2.10.4/project-2.10.4.pom
2016-11-13 12:01:24,832 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/bundles/repackaged/project/2.10.4/project-2.10.4.pom
2016-11-13 12:01:24,862 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/bundles/project/2.10.4/project-2.10.4.pom
2016-11-13 12:01:24,891 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/bundles/project/2.10.4/project-2.10.4.pom
2016-11-13 12:01:24,926 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-api/2.3.0-b10/hk2-api-2.3.0-b10.pom
2016-11-13 12:01:24,973 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-api/2.3.0-b10/hk2-api-2.3.0-b10.pom
2016-11-13 12:01:25,019 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-utils/2.3.0-b10/hk2-utils-2.3.0-b10.pom
2016-11-13 12:01:25,051 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-utils/2.3.0-b10/hk2-utils-2.3.0-b10.pom
2016-11-13 12:01:25,117 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/external/aopalliance-repackaged/2.3.0-b10/aopalliance-repackaged-2.3.0-b10.pom
2016-11-13 12:01:25,146 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/external/aopalliance-repackaged/2.3.0-b10/aopalliance-repackaged-2.3.0-b10.pom
2016-11-13 12:01:25,179 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-locator/2.3.0-b10/hk2-locator-2.3.0-b10.pom
2016-11-13 12:01:25,204 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-locator/2.3.0-b10/hk2-locator-2.3.0-b10.pom
2016-11-13 12:01:25,241 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-client/2.10.4/jersey-client-2.10.4.pom
2016-11-13 12:01:25,271 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-client/2.10.4/jersey-client-2.10.4.pom
2016-11-13 12:01:25,322 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet/2.10.4/jersey-container-servlet-2.10.4.jar
2016-11-13 12:01:25,357 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet/2.10.4/jersey-container-servlet-2.10.4.jar
2016-11-13 12:01:25,380 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet-core/2.10.4/jersey-container-servlet-core-2.10.4.jar
2016-11-13 12:01:25,427 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet-core/2.10.4/jersey-container-servlet-core-2.10.4.jar
2016-11-13 12:01:25,450 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/external/javax.inject/2.3.0-b10/javax.inject-2.3.0-b10.jar
2016-11-13 12:01:25,486 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/external/javax.inject/2.3.0-b10/javax.inject-2.3.0-b10.jar
2016-11-13 12:01:25,512 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-common/2.10.4/jersey-common-2.10.4.jar
2016-11-13 12:01:25,753 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-common/2.10.4/jersey-common-2.10.4.jar
2016-11-13 12:01:25,785 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.10.4/jersey-guava-2.10.4.jar
2016-11-13 12:01:26,094 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.10.4/jersey-guava-2.10.4.jar
2016-11-13 12:01:26,133 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-api/2.3.0-b10/hk2-api-2.3.0-b10.jar
2016-11-13 12:01:26,200 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-api/2.3.0-b10/hk2-api-2.3.0-b10.jar
2016-11-13 12:01:26,226 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-utils/2.3.0-b10/hk2-utils-2.3.0-b10.jar
2016-11-13 12:01:26,263 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-utils/2.3.0-b10/hk2-utils-2.3.0-b10.jar
2016-11-13 12:01:26,289 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/external/aopalliance-repackaged/2.3.0-b10/aopalliance-repackaged-2.3.0-b10.jar
2016-11-13 12:01:26,324 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/external/aopalliance-repackaged/2.3.0-b10/aopalliance-repackaged-2.3.0-b10.jar
2016-11-13 12:01:26,346 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-locator/2.3.0-b10/hk2-locator-2.3.0-b10.jar
2016-11-13 12:01:26,407 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/hk2/hk2-locator/2.3.0-b10/hk2-locator-2.3.0-b10.jar
2016-11-13 12:01:26,433 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-server/2.10.4/jersey-server-2.10.4.jar
2016-11-13 12:01:26,719 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-server/2.10.4/jersey-server-2.10.4.jar
2016-11-13 12:01:26,749 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-client/2.10.4/jersey-client-2.10.4.jar
2016-11-13 12:01:26,812 [Worker-59] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-client/2.10.4/jersey-client-2.10.4.jar
2016-11-13 12:01:28,167 [Worker-59] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-13 12:01:28,170 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:28,172 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:01:28,374 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:28,378 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:01:29,052 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:29,055 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:01:29,097 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:29,100 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:01:29,124 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:29,124 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicApp\src\main\resources
2016-11-13 12:01:29,229 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:29,230 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:01:29,236 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:29,236 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicInit\src\test\resources
2016-11-13 12:01:29,352 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:29,353 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:01:29,357 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:29,358 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicService\src\test\resources
2016-11-13 12:01:29,448 [Worker-55] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicSoapWebService:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicSoapWebService\pom.xml.
2016-11-13 12:01:29,498 [Worker-55] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-13 12:01:29,509 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:01:29,800 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:01:30,058 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Generating application.xml
2016-11-13 12:01:30,279 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:30,279 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicSoapWebService\src\main\resources
2016-11-13 12:01:30,280 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:30,280 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicSoapWebService\src\test\resources
2016-11-13 12:01:31,376 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:01:31,396 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:31,396 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicApp\src\main\resources
2016-11-13 12:01:31,672 [Worker-56] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:31,672 [Worker-56] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicSoapWebService\src\main\resources
2016-11-13 12:01:31,673 [Worker-56] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:31,674 [Worker-56] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicSoapWebService\src\test\resources
2016-11-13 12:01:34,809 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:34,809 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicApp\src\main\resources
2016-11-13 12:48:32,257 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:32,259 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2016-11-13 12:48:32,266 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:32,266 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
2016-11-13 12:48:32,380 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:32,381 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:48:32,384 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:32,384 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingServiceClient\src\test\resources
2016-11-13 12:48:32,514 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:32,515 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:48:32,520 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:32,520 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingService\src\test\resources
2016-11-13 12:48:32,789 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:32,790 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:48:32,792 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:32,792 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingWebApp\src\test\resources
2016-11-13 12:48:32,909 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xjb, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/PatientDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ProviderDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/META-INF/sun-jaxb.episode]].
2016-11-13 12:48:32,909 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - According to the build context, all of the [dependURIs] are up-to-date.
2016-11-13 12:48:32,909 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:48:32,910 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:32,911 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:48:32,915 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:48:32,917 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:32,918 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDTOs\src\test\resources
